covid_vacc_date,total,18-29,30-39,40-49,70-79,50-54,55-59,60-64,65-69,80+,shielding (aged 16-69),16-17,care home,LD (aged 16-64)
2021 24 Oct,16306353.0,2317063.0,2355948.0,2395295.0,2001552.0,1388513.0,1386105.0,1202313.0,1018556.0,1011199.0,744037.0,305662.0,105518.0,74592.0
2021 25 Oct,16310637.0,2318498.0,2356809.0,2395638.0,2001692.0,1388625.0,1386182.0,1202376.0,1018626.0,1011255.0,744114.0,306663.0,105553.0,74606.0
2021 26 Oct,16315019.0,2319940.0,2357649.0,2395974.0,2001853.0,1388737.0,1386259.0,1202425.0,1018675.0,1011332.0,744240.0,307678.0,105637.0,74620.0
2021 27 Oct,16319996.0,2321522.0,2358552.0,2396394.0,2002035.0,1388856.0,1386343.0,1202516.0,1018766.0,1011402.0,744387.0,308868.0,105721.0,74634.0
2021 28 Oct,16324378.0,2322887.0,2359371.0,2396744.0,2002238.0,1388961.0,1386427.0,1202586.0,1018850.0,1011479.0,744506.0,309883.0,105791.0,74655.0
2021 29 Oct,16328802.0,2324224.0,2360260.0,2397129.0,2002427.0,1389087.0,1386525.0,1202663.0,1018948.0,1011542.0,744618.0,310849.0,105854.0,74676.0
2021 30 Oct,16332953.0,2325505.0,2361093.0,2397507.0,2002658.0,1389213.0,1386623.0,1202747.0,1019046.0,1011619.0,744751.0,311640.0,105868.0,74683.0
2021 31 Oct,16335270.0,2326282.0,2361590.0,2397717.0,2002742.0,1389269.0,1386665.0,1202782.0,1019095.0,1011633.0,744814.0,312102.0,105882.0,74697.0
2021 01 Nov,16338721.0,2327507.0,2362346.0,2398011.0,2002875.0,1389388.0,1386742.0,1202852.0,1019179.0,1011682.0,744898.0,312613.0,105917.0,74711.0
2021 02 Nov,16342438.0,2328746.0,2363179.0,2398347.0,2003078.0,1389493.0,1386833.0,1202929.0,1019298.0,1011745.0,745003.0,313082.0,105973.0,74732.0
2021 03 Nov,16346393.0,2330111.0,2363949.0,2398718.0,2003267.0,1389619.0,1386931.0,1203006.0,1019431.0,1011822.0,745108.0,313656.0,106029.0,74746.0
2021 04 Nov,16350054.0,2331301.0,2364698.0,2399012.0,2003498.0,1389724.0,1387015.0,1203104.0,1019557.0,1011885.0,745220.0,314209.0,106078.0,74753.0
2021 05 Nov,16354219.0,2332659.0,2365629.0,2399418.0,2003673.0,1389864.0,1387127.0,1203202.0,1019669.0,1011948.0,745346.0,314811.0,106106.0,74767.0
2021 06 Nov,16359105.0,2334143.0,2366651.0,2399859.0,2003925.0,1390011.0,1387253.0,1203314.0,1019823.0,1012032.0,745486.0,315707.0,106113.0,74788.0
2021 07 Nov,16361499.0,2334885.0,2367141.0,2400062.0,2004044.0,1390081.0,1387323.0,1203370.0,1019914.0,1012060.0,745535.0,316176.0,106113.0,74795.0
2021 08 Nov,16364873.0,2336082.0,2367904.0,2400384.0,2004177.0,1390165.0,1387407.0,1203461.0,1020054.0,1012081.0,745619.0,316617.0,106127.0,74795.0
2021 09 Nov,16368709.0,2337363.0,2368737.0,2400769.0,2004352.0,1390284.0,1387526.0,1203573.0,1020215.0,1012137.0,745731.0,317051.0,106162.0,74809.0
2021 10 Nov,16373056.0,2338896.0,2369675.0,2401119.0,2004513.0,1390438.0,1387645.0,1203720.0,1020369.0,1012200.0,745857.0,317604.0,106197.0,74823.0
2021 11 Nov,16377144.0,2340275.0,2370515.0,2401497.0,2004702.0,1390571.0,1387778.0,1203853.0,1020558.0,1012242.0,745990.0,318101.0,106225.0,74837.0
2021 12 Nov,16381372.0,2341717.0,2371453.0,2401875.0,2004856.0,1390725.0,1387897.0,1203986.0,1020719.0,1012298.0,746123.0,318612.0,106260.0,74851.0
2021 13 Nov,16386573.0,2343355.0,2372510.0,2402386.0,2005087.0,1390921.0,1388058.0,1204154.0,1020929.0,1012368.0,746291.0,319375.0,106267.0,74872.0
2021 14 Nov,16389485.0,2344286.0,2373147.0,2402652.0,2005150.0,1391019.0,1388149.0,1204259.0,1021041.0,1012382.0,746368.0,319879.0,106274.0,74879.0
2021 15 Nov,16392782.0,2345371.0,2373882.0,2402988.0,2005262.0,1391138.0,1388275.0,1204392.0,1021174.0,1012417.0,746466.0,320236.0,106295.0,74886.0
2021 16 Nov,16396597.0,2346589.0,2374722.0,2403352.0,2005388.0,1391285.0,1388443.0,1204553.0,1021349.0,1012452.0,746578.0,320670.0,106316.0,74900.0
2021 17 Nov,16400692.0,2347926.0,2375597.0,2403723.0,2005542.0,1391453.0,1388583.0,1204728.0,1021503.0,1012501.0,746683.0,321188.0,106351.0,74914.0
2021 18 Nov,16404913.0,2349263.0,2376507.0,2404115.0,2005696.0,1391649.0,1388737.0,1204910.0,1021671.0,1012557.0,746823.0,321678.0,106379.0,74928.0
2021 19 Nov,16408987.0,2350593.0,2377396.0,2404549.0,2005801.0,1391824.0,1388905.0,1205106.0,1021790.0,1012592.0,746921.0,322161.0,106400.0,74949.0
2021 20 Nov,16413852.0,2352147.0,2378397.0,2405004.0,2005962.0,1392055.0,1389115.0,1205344.0,1021930.0,1012634.0,747061.0,322840.0,106400.0,74963.0
2021 21 Nov,16416512.0,2353001.0,2378950.0,2405256.0,2006025.0,1392160.0,1389234.0,1205463.0,1022014.0,1012648.0,747124.0,323267.0,106400.0,74970.0
2021 22 Nov,16419935.0,2354065.0,2379734.0,2405648.0,2006095.0,1392314.0,1389402.0,1205610.0,1022126.0,1012669.0,747201.0,323659.0,106428.0,74984.0
2021 23 Nov,16423813.0,2355332.0,2380553.0,2406047.0,2006200.0,1392510.0,1389563.0,1205785.0,1022252.0,1012711.0,747299.0,324093.0,106463.0,75005.0
2021 24 Nov,16427817.0,2356634.0,2381372.0,2406474.0,2006284.0,1392699.0,1389738.0,1205988.0,1022385.0,1012746.0,747418.0,324562.0,106491.0,75026.0
2021 25 Nov,16431954.0,2357901.0,2382205.0,2406915.0,2006382.0,1392923.0,1389934.0,1206184.0,1022532.0,1012795.0,747523.0,325087.0,106526.0,75047.0
2021 26 Nov,16436168.0,2359245.0,2383066.0,2407398.0,2006480.0,1393140.0,1390172.0,1206387.0,1022637.0,1012823.0,747607.0,325605.0,106540.0,75068.0
2021 27 Nov,16441096.0,2360813.0,2384025.0,2407881.0,2006592.0,1393392.0,1390410.0,1206611.0,1022763.0,1012858.0,747740.0,326368.0,106554.0,75089.0
2021 28 Nov,16444372.0,2361898.0,2384676.0,2408182.0,2006634.0,1393539.0,1390550.0,1206744.0,1022847.0,1012865.0,747803.0,326984.0,106554.0,75096.0
2021 29 Nov,16448243.0,2363137.0,2385488.0,2408574.0,2006697.0,1393707.0,1390732.0,1206926.0,1022945.0,1012886.0,747901.0,327572.0,106568.0,75110.0
2021 30 Nov,16453031.0,2364572.0,2386538.0,2409092.0,2006788.0,1393910.0,1390963.0,1207136.0,1023064.0,1012921.0,748027.0,328286.0,106603.0,75131.0
2021 01 Dec,16458183.0,2366238.0,2387574.0,2409561.0,2006900.0,1394169.0,1391222.0,1207360.0,1023204.0,1012963.0,748167.0,329049.0,106617.0,75159.0
2021 02 Dec,16463286.0,2367834.0,2388596.0,2410156.0,2007019.0,1394414.0,1391460.0,1207549.0,1023330.0,1012998.0,748286.0,329826.0,106638.0,75180.0
2021 03 Dec,16468536.0,2369458.0,2389786.0,2410730.0,2007096.0,1394673.0,1391719.0,1207731.0,1023421.0,1013040.0,748426.0,330596.0,106666.0,75194.0
2021 04 Dec,16474199.0,2371327.0,2390878.0,2411360.0,2007201.0,1394960.0,1392006.0,1207913.0,1023540.0,1013089.0,748538.0,331492.0,106673.0,75222.0
2021 05 Dec,16477580.0,2372454.0,2391494.0,2411738.0,2007229.0,1395107.0,1392174.0,1208053.0,1023589.0,1013110.0,748601.0,332115.0,106680.0,75236.0
2021 06 Dec,16481598.0,2373798.0,2392362.0,2412165.0,2007299.0,1395310.0,1392377.0,1208214.0,1023666.0,1013138.0,748692.0,332626.0,106701.0,75250.0
2021 07 Dec,16486260.0,2375345.0,2393342.0,2412669.0,2007369.0,1395555.0,1392601.0,1208403.0,1023757.0,1013173.0,748797.0,333249.0,106729.0,75271.0
2021 08 Dec,16491426.0,2377046.0,2394427.0,2413278.0,2007460.0,1395814.0,1392888.0,1208592.0,1023841.0,1013208.0,748909.0,333921.0,106757.0,75285.0
2021 09 Dec,16497313.0,2378978.0,2395526.0,2413992.0,2007572.0,1396108.0,1393203.0,1208795.0,1023953.0,1013257.0,749056.0,334789.0,106778.0,75306.0
2021 10 Dec,16503081.0,2380980.0,2396667.0,2414664.0,2007670.0,1396437.0,1393476.0,1208984.0,1024051.0,1013299.0,749175.0,335545.0,106806.0,75327.0
2021 11 Dec,16509122.0,2382989.0,2397829.0,2415413.0,2007747.0,1396773.0,1393756.0,1209180.0,1024156.0,1013334.0,749287.0,336504.0,106813.0,75341.0
2021 12 Dec,16513959.0,2384585.0,2398767.0,2416029.0,2007803.0,1396997.0,1393966.0,1209306.0,1024226.0,1013348.0,749364.0,337400.0,106813.0,75355.0
2021 13 Dec,16520021.0,2386608.0,2400125.0,2416834.0,2007880.0,1397305.0,1394232.0,1209481.0,1024310.0,1013369.0,749476.0,338191.0,106827.0,75383.0
2021 14 Dec,16527532.0,2389079.0,2402001.0,2417751.0,2007985.0,1397627.0,1394533.0,1209733.0,1024415.0,1013425.0,749609.0,339115.0,106855.0,75404.0
2021 15 Dec,16536156.0,2392306.0,2404080.0,2418759.0,2008118.0,1397998.0,1394813.0,1209922.0,1024506.0,1013474.0,749756.0,340088.0,106904.0,75432.0
2021 16 Dec,16546383.0,2396177.0,2406523.0,2419907.0,2008258.0,1398348.0,1395170.0,1210174.0,1024646.0,1013544.0,749931.0,341264.0,106960.0,75481.0
2021 17 Dec,16556631.0,2400083.0,2409092.0,2421062.0,2008405.0,1398754.0,1395485.0,1210370.0,1024758.0,1013593.0,750092.0,342412.0,106988.0,75537.0
2021 18 Dec,16568146.0,2404682.0,2411892.0,2422434.0,2008545.0,1399174.0,1395814.0,1210594.0,1024863.0,1013635.0,750239.0,343714.0,106995.0,75565.0
2021 19 Dec,16578611.0,2409050.0,2414349.0,2423575.0,2008636.0,1399510.0,1396080.0,1210741.0,1024954.0,1013663.0,750365.0,345093.0,107002.0,75593.0
2021 20 Dec,16590042.0,2413880.0,2416925.0,2424758.0,2008769.0,1399881.0,1396388.0,1210937.0,1025073.0,1013712.0,750526.0,346549.0,107023.0,75621.0
2021 21 Dec,16602474.0,2419228.0,2419676.0,2426081.0,2008909.0,1400280.0,1396717.0,1211154.0,1025178.0,1013768.0,750722.0,348047.0,107044.0,75670.0
2021 22 Dec,16614458.0,2424408.0,2422287.0,2427362.0,2009049.0,1400637.0,1397025.0,1211378.0,1025290.0,1013824.0,750904.0,349496.0,107086.0,75712.0
2021 23 Dec,16623782.0,2428587.0,2424261.0,2428286.0,2009161.0,1400938.0,1397242.0,1211546.0,1025388.0,1013880.0,751058.0,350553.0,107121.0,75761.0
2021 24 Dec,16627184.0,2430071.0,2425066.0,2428643.0,2009196.0,1401064.0,1397319.0,1211609.0,1025444.0,1013894.0,751128.0,350854.0,107128.0,75768.0
2021 25 Dec,16627345.0,2430148.0,2425108.0,2428664.0,2009196.0,1401071.0,1397326.0,1211609.0,1025444.0,1013894.0,751128.0,350861.0,107128.0,75768.0
2021 26 Dec,16627919.0,2430407.0,2425220.0,2428727.0,2009203.0,1401092.0,1397347.0,1211616.0,1025451.0,1013901.0,751142.0,350917.0,107128.0,75768.0
2021 27 Dec,16632931.0,2432598.0,2426368.0,2429259.0,2009238.0,1401246.0,1397459.0,1211700.0,1025500.0,1013908.0,751219.0,351533.0,107128.0,75775.0
2021 28 Dec,16639504.0,2435475.0,2427929.0,2429910.0,2009301.0,1401428.0,1397599.0,1211784.0,1025542.0,1013929.0,751303.0,352387.0,107128.0,75789.0
2021 29 Dec,16647855.0,2439122.0,2429805.0,2430736.0,2009378.0,1401666.0,1397774.0,1211910.0,1025612.0,1013957.0,751429.0,353514.0,107142.0,75810.0
2021 30 Dec,16655996.0,2442426.0,2431674.0,2431653.0,2009441.0,1401939.0,1397977.0,1212043.0,1025696.0,1013985.0,751576.0,354585.0,107156.0,75845.0
2021 31 Dec,16659699.0,2443952.0,2432556.0,2432031.0,2009483.0,1402058.0,1398068.0,1212113.0,1025738.0,1013999.0,751639.0,355033.0,107170.0,75859.0
2022 01 Jan,16660287.0,2444239.0,2432682.0,2432087.0,2009490.0,1402072.0,1398089.0,1212120.0,1025738.0,1013999.0,751646.0,355096.0,107170.0,75859.0
2022 02 Jan,16663395.0,2445653.0,2433375.0,2432388.0,2009504.0,1402149.0,1398131.0,1212148.0,1025766.0,1014006.0,751702.0,355530.0,107170.0,75873.0
2022 03 Jan,16667630.0,2447508.0,2434362.0,2432801.0,2009532.0,1402261.0,1398215.0,1212190.0,1025787.0,1014013.0,751772.0,356132.0,107170.0,75887.0
2022 04 Jan,16673244.0,2449951.0,2435706.0,2433347.0,2009574.0,1402422.0,1398320.0,1212274.0,1025843.0,1014020.0,751870.0,356832.0,107177.0,75908.0
2022 05 Jan,16679719.0,2452653.0,2437288.0,2434054.0,2009637.0,1402639.0,1398467.0,1212379.0,1025906.0,1014048.0,751982.0,357546.0,107191.0,75929.0
2022 06 Jan,16685872.0,2455362.0,2438772.0,2434691.0,2009693.0,1402821.0,1398607.0,1212463.0,1025969.0,1014062.0,752122.0,358162.0,107198.0,75950.0
2022 07 Jan,16691997.0,2457910.0,2440354.0,2435405.0,2009728.0,1402982.0,1398733.0,1212540.0,1026025.0,1014083.0,752248.0,358813.0,107212.0,75964.0
2022 08 Jan,16698640.0,2460633.0,2442041.0,2436105.0,2009777.0,1403178.0,1398873.0,1212624.0,1026067.0,1014104.0,752353.0,359681.0,107212.0,75992.0
2022 09 Jan,16702756.0,2462355.0,2443063.0,2436504.0,2009805.0,1403290.0,1398936.0,1212666.0,1026095.0,1014111.0,752416.0,360297.0,107212.0,76006.0
2022 10 Jan,16706928.0,2464098.0,2444064.0,2436973.0,2009833.0,1403430.0,1399048.0,1212750.0,1026130.0,1014132.0,752472.0,360759.0,107219.0,76020.0
2022 11 Jan,16711492.0,2466100.0,2445212.0,2437442.0,2009875.0,1403570.0,1399153.0,1212813.0,1026172.0,1014146.0,752556.0,361186.0,107226.0,76041.0
2022 12 Jan,16715965.0,2468011.0,2446311.0,2437939.0,2009910.0,1403689.0,1399237.0,1212890.0,1026214.0,1014153.0,752633.0,361676.0,107240.0,76062.0
2022 13 Jan,16720417.0,2469936.0,2447445.0,2438366.0,2009952.0,1403801.0,1399328.0,1212953.0,1026256.0,1014181.0,752738.0,362110.0,107261.0,76090.0
2022 14 Jan,16725002.0,2471868.0,2448586.0,2438870.0,2009994.0,1403955.0,1399405.0,1213016.0,1026277.0,1014202.0,752822.0,362642.0,107261.0,76104.0
2022 15 Jan,16729965.0,2473961.0,2449811.0,2439374.0,2010029.0,1404088.0,1399503.0,1213079.0,1026312.0,1014209.0,752913.0,363300.0,107268.0,76118.0
2022 16 Jan,16732870.0,2475186.0,2450553.0,2439626.0,2010057.0,1404144.0,1399559.0,1213107.0,1026326.0,1014223.0,752948.0,363748.0,107268.0,76125.0
2022 17 Jan,16736286.0,2476656.0,2451414.0,2439983.0,2010071.0,1404249.0,1399622.0,1213149.0,1026347.0,1014230.0,752990.0,364168.0,107268.0,76139.0
2022 18 Jan,16740227.0,2478399.0,2452303.0,2440410.0,2010099.0,1404375.0,1399713.0,1213205.0,1026368.0,1014251.0,753067.0,364602.0,107282.0,76153.0
2022 19 Jan,16743867.0,2479897.0,2453150.0,2440844.0,2010127.0,1404501.0,1399797.0,1213254.0,1026389.0,1014272.0,753144.0,365029.0,107289.0,76174.0
2022 20 Jan,16747318.0,2481339.0,2453997.0,2441222.0,2010155.0,1404613.0,1399895.0,1213310.0,1026424.0,1014286.0,753214.0,365386.0,107296.0,76181.0
2022 21 Jan,16750825.0,2482886.0,2454781.0,2441621.0,2010176.0,1404725.0,1399972.0,1213359.0,1026445.0,1014300.0,753277.0,365778.0,107303.0,76202.0
2022 22 Jan,16754367.0,2484398.0,2455614.0,2441985.0,2010197.0,1404837.0,1400049.0,1213401.0,1026466.0,1014307.0,753333.0,366268.0,107303.0,76209.0
2022 23 Jan,16756285.0,2485273.0,2456034.0,2442139.0,2010211.0,1404900.0,1400084.0,1213415.0,1026473.0,1014314.0,753361.0,366562.0,107303.0,76216.0
2022 24 Jan,16759015.0,2486582.0,2456671.0,2442391.0,2010225.0,1404977.0,1400126.0,1213450.0,1026487.0,1014321.0,753417.0,366835.0,107303.0,76230.0
2022 25 Jan,16761864.0,2487856.0,2457357.0,2442671.0,2010246.0,1405054.0,1400182.0,1213492.0,1026508.0,1014328.0,753480.0,367143.0,107310.0,76237.0
2022 26 Jan,16765000.0,2489291.0,2458050.0,2443000.0,2010267.0,1405152.0,1400259.0,1213527.0,1026529.0,1014335.0,753543.0,367479.0,107317.0,76251.0
2022 27 Jan,16768206.0,2490698.0,2458778.0,2443336.0,2010295.0,1405257.0,1400329.0,1213583.0,1026557.0,1014342.0,753620.0,367822.0,107331.0,76258.0
2022 28 Jan,16771671.0,2492203.0,2459597.0,2443707.0,2010316.0,1405362.0,1400427.0,1213632.0,1026578.0,1014356.0,753704.0,368179.0,107338.0,76272.0
2022 29 Jan,16774905.0,2493631.0,2460339.0,2444043.0,2010337.0,1405453.0,1400511.0,1213667.0,1026606.0,1014363.0,753781.0,368557.0,107338.0,76279.0
2022 30 Jan,16777208.0,2494639.0,2460857.0,2444288.0,2010351.0,1405530.0,1400560.0,1213688.0,1026620.0,1014370.0,753823.0,368858.0,107338.0,76286.0
2022 31 Jan,16779679.0,2495808.0,2461459.0,2444505.0,2010372.0,1405586.0,1400602.0,1213723.0,1026641.0,1014377.0,753872.0,369103.0,107338.0,76293.0
2022 01 Feb,16782080.0,2496879.0,2462033.0,2444715.0,2010393.0,1405649.0,1400637.0,1213758.0,1026669.0,1014384.0,753914.0,369397.0,107352.0,76300.0
2022 02 Feb,16784355.0,2497971.0,2462509.0,2444904.0,2010407.0,1405719.0,1400672.0,1213786.0,1026683.0,1014391.0,753970.0,369670.0,107359.0,76314.0
2022 03 Feb,16786476.0,2498965.0,2463013.0,2445079.0,2010421.0,1405768.0,1400714.0,1213814.0,1026697.0,1014398.0,754012.0,369915.0,107359.0,76321.0
2022 04 Feb,16788555.0,2499882.0,2463468.0,2445268.0,2010442.0,1405831.0,1400749.0,1213842.0,1026711.0,1014405.0,754054.0,370202.0,107366.0,76335.0
2022 05 Feb,16790599.0,2500848.0,2463916.0,2445450.0,2010456.0,1405873.0,1400784.0,1213870.0,1026725.0,1014412.0,754082.0,370475.0,107373.0,76335.0
2022 06 Feb,16791712.0,2501380.0,2464147.0,2445541.0,2010470.0,1405894.0,1400791.0,1213884.0,1026732.0,1014419.0,754089.0,370650.0,107373.0,76342.0
2022 07 Feb,16793322.0,2502164.0,2464504.0,2445681.0,2010477.0,1405936.0,1400833.0,1213898.0,1026746.0,1014419.0,754117.0,370832.0,107373.0,76342.0
2022 08 Feb,16795051.0,2503039.0,2464861.0,2445828.0,2010498.0,1405978.0,1400868.0,1213912.0,1026753.0,1014426.0,754145.0,371021.0,107373.0,76349.0
2022 09 Feb,16796927.0,2503942.0,2465281.0,2445982.0,2010512.0,1406020.0,1400896.0,1213933.0,1026760.0,1014433.0,754180.0,371252.0,107380.0,76356.0
2022 10 Feb,16798509.0,2504705.0,2465645.0,2446108.0,2010533.0,1406055.0,1400931.0,1213954.0,1026774.0,1014440.0,754201.0,371427.0,107380.0,76356.0
2022 11 Feb,16800357.0,2505545.0,2466086.0,2446269.0,2010554.0,1406104.0,1400959.0,1213982.0,1026788.0,1014447.0,754229.0,371644.0,107380.0,76370.0
2022 12 Feb,16802219.0,2506385.0,2466548.0,2446430.0,2010561.0,1406153.0,1400987.0,1214003.0,1026795.0,1014447.0,754250.0,371903.0,107380.0,76377.0
2022 13 Feb,16803052.0,2506770.0,2466758.0,2446493.0,2010568.0,1406167.0,1401001.0,1214010.0,1026802.0,1014454.0,754257.0,372015.0,107380.0,76377.0
2022 14 Feb,16804333.0,2507330.0,2467073.0,2446598.0,2010582.0,1406188.0,1401022.0,1214031.0,1026816.0,1014454.0,754278.0,372204.0,107380.0,76377.0
2022 15 Feb,16805691.0,2507953.0,2467381.0,2446703.0,2010596.0,1406223.0,1401036.0,1214045.0,1026823.0,1014461.0,754313.0,372386.0,107387.0,76384.0
2022 16 Feb,16807329.0,2508716.0,2467759.0,2446829.0,2010603.0,1406258.0,1401064.0,1214073.0,1026837.0,1014468.0,754334.0,372603.0,107387.0,76398.0
2022 17 Feb,16808785.0,2509367.0,2468060.0,2446962.0,2010624.0,1406293.0,1401085.0,1214080.0,1026851.0,1014468.0,754362.0,372820.0,107401.0,76412.0
2022 18 Feb,16809849.0,2509857.0,2468319.0,2447046.0,2010631.0,1406314.0,1401099.0,1214101.0,1026865.0,1014475.0,754376.0,372953.0,107401.0,76412.0
2022 19 Feb,16811298.0,2510543.0,2468662.0,2447137.0,2010638.0,1406363.0,1401134.0,1214115.0,1026872.0,1014482.0,754397.0,373142.0,107401.0,76412.0
2022 20 Feb,16812012.0,2510900.0,2468823.0,2447193.0,2010638.0,1406370.0,1401148.0,1214122.0,1026872.0,1014482.0,754404.0,373240.0,107401.0,76419.0
2022 21 Feb,16813265.0,2511474.0,2469117.0,2447284.0,2010659.0,1406405.0,1401162.0,1214129.0,1026886.0,1014482.0,754425.0,373408.0,107408.0,76426.0
2022 22 Feb,16814490.0,2512048.0,2469390.0,2447403.0,2010680.0,1406454.0,1401183.0,1214150.0,1026893.0,1014489.0,754439.0,373527.0,107408.0,76426.0
2022 23 Feb,16815932.0,2512762.0,2469677.0,2447515.0,2010687.0,1406496.0,1401211.0,1214164.0,1026900.0,1014496.0,754460.0,373709.0,107415.0,76440.0
2022 24 Feb,16817143.0,2513308.0,2469950.0,2447613.0,2010701.0,1406524.0,1401225.0,1214185.0,1026907.0,1014503.0,754481.0,373891.0,107415.0,76440.0
2022 25 Feb,16818438.0,2513882.0,2470258.0,2447711.0,2010722.0,1406559.0,1401253.0,1214192.0,1026921.0,1014510.0,754502.0,374052.0,107422.0,76454.0
2022 26 Feb,16819817.0,2514540.0,2470545.0,2447837.0,2010736.0,1406587.0,1401267.0,1214213.0,1026935.0,1014524.0,754530.0,374227.0,107422.0,76454.0
2022 27 Feb,16820510.0,2514855.0,2470699.0,2447900.0,2010736.0,1406608.0,1401288.0,1214220.0,1026935.0,1014524.0,754544.0,374318.0,107429.0,76454.0
2022 28 Feb,16821497.0,2515317.0,2470930.0,2447977.0,2010750.0,1406629.0,1401302.0,1214234.0,1026942.0,1014531.0,754558.0,374444.0,107429.0,76454.0
2022 01 Mar,16822456.0,2515765.0,2471133.0,2448075.0,2010764.0,1406643.0,1401316.0,1214241.0,1026949.0,1014538.0,754579.0,374556.0,107436.0,76461.0
2022 02 Mar,16823457.0,2516297.0,2471322.0,2448145.0,2010778.0,1406664.0,1401337.0,1214248.0,1026956.0,1014538.0,754593.0,374668.0,107443.0,76468.0
2022 03 Mar,16824395.0,2516745.0,2471539.0,2448201.0,2010785.0,1406685.0,1401358.0,1214262.0,1026963.0,1014545.0,754607.0,374787.0,107450.0,76468.0
2022 04 Mar,16825396.0,2517172.0,2471763.0,2448299.0,2010799.0,1406720.0,1401372.0,1214269.0,1026970.0,1014545.0,754628.0,374927.0,107450.0,76482.0
2022 05 Mar,16826544.0,2517690.0,2472036.0,2448397.0,2010806.0,1406741.0,1401393.0,1214276.0,1026977.0,1014545.0,754649.0,375095.0,107450.0,76489.0
2022 06 Mar,16827069.0,2517928.0,2472155.0,2448439.0,2010813.0,1406748.0,1401393.0,1214283.0,1026984.0,1014552.0,754656.0,375179.0,107450.0,76489.0
2022 07 Mar,16827895.0,2518313.0,2472351.0,2448509.0,2010827.0,1406762.0,1401407.0,1214290.0,1026984.0,1014559.0,754670.0,375284.0,107450.0,76489.0
2022 08 Mar,16828833.0,2518775.0,2472547.0,2448586.0,2010834.0,1406790.0,1401421.0,1214304.0,1026991.0,1014566.0,754691.0,375382.0,107457.0,76489.0
2022 09 Mar,16829806.0,2519251.0,2472743.0,2448663.0,2010841.0,1406811.0,1401442.0,1214311.0,1026998.0,1014566.0,754705.0,375515.0,107464.0,76496.0
2022 10 Mar,16830814.0,2519748.0,2472953.0,2448740.0,2010848.0,1406832.0,1401463.0,1214311.0,1027012.0,1014573.0,754733.0,375641.0,107464.0,76496.0
2022 11 Mar,16831843.0,2520189.0,2473212.0,2448817.0,2010855.0,1406860.0,1401477.0,1214325.0,1027026.0,1014573.0,754761.0,375774.0,107471.0,76503.0
2022 12 Mar,16832928.0,2520686.0,2473457.0,2448901.0,2010869.0,1406888.0,1401498.0,1214346.0,1027033.0,1014573.0,754775.0,375928.0,107471.0,76503.0
2022 13 Mar,16833467.0,2520924.0,2473583.0,2448943.0,2010869.0,1406902.0,1401505.0,1214346.0,1027033.0,1014573.0,754789.0,376026.0,107471.0,76503.0
2022 14 Mar,16834391.0,2521372.0,2473772.0,2449006.0,2010876.0,1406916.0,1401526.0,1214360.0,1027047.0,1014580.0,754803.0,376152.0,107478.0,76503.0
2022 15 Mar,16835315.0,2521806.0,2473975.0,2449083.0,2010890.0,1406937.0,1401540.0,1214367.0,1027054.0,1014580.0,754817.0,376278.0,107478.0,76510.0
2022 16 Mar,16836232.0,2522261.0,2474164.0,2449160.0,2010897.0,1406958.0,1401554.0,1214374.0,1027061.0,1014587.0,754831.0,376397.0,107478.0,76510.0
2022 17 Mar,16837142.0,2522660.0,2474395.0,2449244.0,2010904.0,1406979.0,1401568.0,1214381.0,1027068.0,1014587.0,754845.0,376516.0,107485.0,76510.0
2022 18 Mar,16838052.0,2523066.0,2474605.0,2449321.0,2010918.0,1407007.0,1401589.0,1214395.0,1027068.0,1014594.0,754859.0,376628.0,107485.0,76517.0
2022 19 Mar,16839011.0,2523486.0,2474787.0,2449412.0,2010932.0,1407035.0,1401603.0,1214402.0,1027075.0,1014594.0,754873.0,376803.0,107492.0,76517.0
2022 20 Mar,16839550.0,2523717.0,2474906.0,2449447.0,2010932.0,1407056.0,1401610.0,1214416.0,1027082.0,1014601.0,754880.0,376894.0,107492.0,76517.0
2022 21 Mar,16840320.0,2524067.0,2475060.0,2449517.0,2010946.0,1407070.0,1401617.0,1214423.0,1027082.0,1014608.0,754894.0,377013.0,107499.0,76524.0
2022 22 Mar,16841230.0,2524494.0,2475242.0,2449573.0,2010967.0,1407098.0,1401631.0,1214437.0,1027082.0,1014629.0,754915.0,377125.0,107513.0,76524.0
2022 23 Mar,16842203.0,2524935.0,2475417.0,2449643.0,2011002.0,1407112.0,1401652.0,1214444.0,1027096.0,1014664.0,754929.0,377251.0,107527.0,76531.0
2022 24 Mar,16843029.0,2525299.0,2475585.0,2449706.0,2011023.0,1407133.0,1401666.0,1214458.0,1027103.0,1014692.0,754936.0,377342.0,107548.0,76538.0
2022 25 Mar,16843883.0,2525642.0,2475760.0,2449769.0,2011058.0,1407147.0,1401680.0,1214465.0,1027110.0,1014734.0,754957.0,377461.0,107562.0,76538.0
2022 26 Mar,16844723.0,2525978.0,2475949.0,2449825.0,2011093.0,1407161.0,1401694.0,1214479.0,1027117.0,1014776.0,754971.0,377580.0,107562.0,76538.0
2022 27 Mar,16845136.0,2526153.0,2476026.0,2449867.0,2011100.0,1407168.0,1401701.0,1214486.0,1027117.0,1014783.0,754978.0,377650.0,107562.0,76545.0
2022 28 Mar,16845836.0,2526426.0,2476166.0,2449923.0,2011135.0,1407189.0,1401715.0,1214493.0,1027124.0,1014825.0,754992.0,377734.0,107569.0,76545.0
